Account Id,Account Name,Account Owned By,Account Type,Address,Billing City,Billing Region,Billing State,Close Date,Closed,Created Date,Industry,Opportunity ID,Opportunity Name,Opportunity Type,Product Name,Stage,Won,Zip Code,Amount,Discount Granted,Opportunity Quantity,Unit Price
001i0000008rFxXAAU,Gadgetron,Julie Owens,Gold,"1 Main St, Brockport, NY 14420",Brockport,Northeast,New York,12/11/2012,Vrai,12/3/2012,Distribution,006i0000001vu14AAA,Gadgetron vu14AAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,14420,3200,20.00%,5,800
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,12/14/2012,Vrai,12/9/2012,Recreation,006i0000001vu1aAAA,123 Warehousing vu1aAAA  MOL Premium Software,Software,MOL Premium,Closed Lost,Faux,85544,4380,27.00%,5,1200
001i0000008rFa6AAE,Integer Eu Lacus Corp.,Dennis Watson,Gold,"81 Mill St, Gahanna, OH 43230-1717",Gahanna,Midwest,Ohio,12/14/2012,Vrai,12/16/2012,Manufacturing,006i0000001vu2TAAQ,Integer Eu Lacus Corp. vu2TAAQ  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,43230,51975,1.00%,75,700
001i0000008rDEdAAM,Ut Ipsum Ac Corporation,Dennis Watson,Gold,"27 Broadway St Ste A, Toledo, OH 43604-8701",Toledo,Midwest,Ohio,12/14/2012,Vrai,12/16/2012,Technology,006i0000001vu2SAAQ,Ut Ipsum Ac Corporation vu2SAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,43604,6952,21.00%,11,800
001i0000008rFZlAAM,In Faucibus Consulting,Jason Washington,Gold,"3500 Emerson Ave, Parkersburg, WV 26104-1806",Parkersburg,Southeast,West Virginia,12/14/2012,Vrai,12/9/2012,Computer Hardware,006i0000001vu1eAAA,In Faucibus Consulting vu1eAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,26104,10800,10.00%,15,800
001i0000008rDEzAAM,Justo Eu Arcu Consulting,Dennis Watson,Gold,"126 Muskingum Ave Unit E, Zanesville, OH 43701-4921",Zanesville,Midwest,Ohio,12/15/2012,Vrai,12/17/2012,Publishing,006i0000001vu2eAAA,Justo Eu Arcu Consulting vu2eAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,43701,6272,2.00%,8,800
001i0000008rDEyAAM,Eget Laoreet Consulting,Dennis Watson,Gold,"58 Front St, Berea, OH 44017-1911",Berea,Midwest,Ohio,12/15/2012,Vrai,12/17/2012,Manufacturing,006i0000001vu2dAAA,Eget Laoreet Consulting vu2dAAA  MOL Mobile Software,Maintenance,MOL Mobile,Closed Won,Vrai,44017,1140,5.00%,10,120
001i0000008rDEyAAM,Eget Laoreet Consulting,Dennis Watson,Gold,"58 Front St, Berea, OH 44017-1911",Berea,Midwest,Ohio,12/15/2012,Vrai,12/17/2012,Manufacturing,006i0000001vu2cAAA,Eget Laoreet Consulting vu2cAAA  MOL Premium Software,Software,MOL Premium,Closed Won,Vrai,44017,2352,2.00%,2,1200
001i0000008rF2WAAU,Eget Institute,Julie Owens,Gold,"56 S Union St, Rochester, NY 14607-1839",Rochester,Northeast,New York,12/15/2012,Vrai,12/13/2012,Financial Services,006i0000001vu25AAA,Eget Institute vu25AAA  MOL Premium Software,Software,MOL Premium,Closed Won,Vrai,14607,1968,18.00%,2,1200
001i0000008rEgqAAE,Nulla At PC,Julie Owens,Gold,"289 Mill St, Poughkeepsie, NY 12601-3111",Poughkeepsie,Northeast,New York,12/16/2012,Vrai,12/9/2012,Insurance,006i0000001vu1dAAA,Nulla At PC vu1dAAA  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,12601,23520,20.00%,42,700
001i0000008rG4CAAU,Euismod Ac Fermentum Ltd,Greg Powell,Gold,"3378 White Mountain Hwy (Rt 16), North Conway, NH 03860-1518",North Conway,Northeast,New Hampshire,12/16/2012,Vrai,12/15/2012,Transportation,006i0000001vu2GAAQ,Euismod Ac Fermentum Ltd vu2GAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,3860,9184,18.00%,14,800
001i0000008rExnAAE,Corellian Engineering Corporation,Julie Owens,Gold,"120 Walton St, Syracuse, NY 13202-1571",Syracuse,Northeast,New York,12/18/2012,Vrai,12/10/2012,Computer Hardware,006i0000001vu1iAAA,Corellian Engineering Corporation vu1iAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,13202,1360,15.00%,2,800
001i0000008rFjLAAU,A Dui Cras Consulting,Jamie Data,Gold,"570 Main St, Bangor, ME 04401-6821",Bangor,Northeast,Maine,12/19/2012,Vrai,12/15/2012,Insurance,006i0000001vu2BAAQ,A Dui Cras Consulting vu2BAAQ  MOL Mobile Software,Software,MOL Mobile,Closed Won,Vrai,4401,9396,13.00%,12,900
001i0000008rEoKAAU,Thrift Bank,Kevin Gibson,Gold,"137 Elmwood St, State College, PA 16801-6851",State College,Northeast,Pennsylvania,12/19/2012,Vrai,12/15/2012,Oil & Gas,006i0000001vu2DAAQ,Thrift Bank vu2DAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,16801,5400,25.00%,9,800
001i0000008rFe5AAE,KMA Power,Eric Barnes,Gold,"57100 Beaver Drive #4 Sunriver Village, Sunriver, OR 97707",Sunriver,West,Oregon,12/20/2012,Vrai,12/19/2012,Telecommunication,006i0000001vu2wAAA,KMA Power vu2wAAA  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,97707,1008,16.00%,10,120
001i0000008rFjLAAU,A Dui Cras Consulting,Jamie Data,Gold,"570 Main St, Bangor, ME 04401-6821",Bangor,Northeast,Maine,12/21/2012,Vrai,12/15/2012,Insurance,006i0000001vu2AAAQ,A Dui Cras Consulting vu2AAAQ  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,4401,45570,30.00%,93,700
001i0000008rFmBAAU,Gravida Inc.,Joe Ford,Gold,"827 W Morgan St, Raleigh, NC 27603-1613",Raleigh,Southeast,North Carolina,12/21/2012,Vrai,12/16/2012,Healthcare,006i0000001vu2RAAQ,Gravida Inc. vu2RAAQ  MOL Mobile Software,Software,MOL Mobile,Closed Won,Vrai,27603,20358,22.00%,29,900
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,12/21/2012,Vrai,12/21/2012,Recreation,006i0000001vu37AAA,123 Warehousing vu37AAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,85544,52560,27.00%,90,800
001i0000008rFuSAAU,Dictum Placerat Augue LLP,Kevin Gibson,Gold,"141 S Main St, Slippery Rock, PA 16057-1246",Slippery Rock,Northeast,Pennsylvania,12/22/2012,Vrai,12/18/2012,Insurance,006i0000001vu2pAAA,Dictum Placerat Augue LLP vu2pAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,16057,12432,26.00%,21,800
001i0000008rFDvAAM,Volutpat Nunc Sit Corporation,Elissa Sanders,Gold,"717 Sylvan Lake Rd #B-1, Eagle, CO 81631",Eagle,West,Colorado,12/23/2012,Vrai,12/19/2012,Telecommunication,006i0000001vu2vAAA,Volutpat Nunc Sit Corporation vu2vAAA  MOL Mobile Software,Software,MOL Mobile,Closed Won,Vrai,81631,4536,28.00%,7,900
001i0000008rFg0AAE,Lorem Ipsum Company,Dennis Watson,Gold,"7621 Mentor Ave, Mentor, OH 44060-5409",Mentor,Midwest,Ohio,12/23/2012,Vrai,12/25/2012,Hospitality,006i0000001vu3fAAA,Lorem Ipsum Company vu3fAAA  MOL Premium Software,Software,MOL Premium,Closed Won,Vrai,44060,3168,12.00%,3,1200
001i0000008rG74AAE,Neque In Consulting,Joe Ford,Gold,"108 S Jefferson Ave, West Jefferson, NC 28694-9524",West Jefferson,Southeast,North Carolina,12/23/2012,Vrai,12/17/2012,Healthcare,006i0000001vu2bAAA,Neque In Consulting vu2bAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,28694,6952,21.00%,11,800
001i0000008rFG9AAM,Augue Ltd,Dennis Watson,Gold,"4057 Erie St, Willoughby, OH 44094-7804",Willoughby,Midwest,Ohio,12/24/2012,Vrai,12/26/2012,Financial Services,006i0000001vu47AAA,Augue Ltd vu47AAA  MOL Mobile Services,Services,MOL Mobile,Closed Won,Vrai,44094,1140,5.00%,2,600
001i0000008rFtRAAU,Ac Turpis Egestas Limited,Jennifer Gonzales,Gold,"157 2nd Ave, Twin Falls, ID 83301",Twin Falls,West,Idaho,12/26/2012,Vrai,12/23/2012,Transportation,006i0000001vu3HAAQ,Ac Turpis Egestas Limited vu3HAAQ  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Lost,Faux,83301,192,20.00%,2,120
001i0000008rFZzAAM,Diam Industries,David Ward,Gold,"424 S Gay St, Knoxville, TN 37902-1103",Knoxville,Southeast,Tennessee,12/26/2012,Vrai,12/19/2012,Publishing,006i0000001vu33AAA,Diam Industries vu33AAA  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,37902,10920,22.00%,20,700
001i0000008rCD2AAM,Duis Inc.,Dennis Watson,Gold,"8148 Main St, Garrettsville, OH 44231-1216",Garrettsville,Midwest,Ohio,12/27/2012,Vrai,12/29/2012,Oil & Gas,006i0000001vu5RAAQ,Duis Inc. vu5RAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,44231,114624,28.00%,199,800
001i0000008rCCyAAM,Pellentesque Tincidunt Tempus Corporation,Dennis Watson,Gold,"1035 S Main St, Centerville, OH 45458-3840",Centerville,Midwest,Ohio,12/27/2012,Vrai,12/29/2012,Telecommunication,006i0000001vu5NAAQ,Pellentesque Tincidunt Tempus Corporation vu5NAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,45458,11424,16.00%,17,800
001i0000008rCDGAA2,Facilisis Facilisis Associates,Dennis Watson,Platinum,"21290 Center Ridge Rd, Rocky River, OH 44116-3204",Rocky River,Midwest,Ohio,12/27/2012,Vrai,12/29/2012,Agriculture,006i0000001vu5fAAA,Facilisis Facilisis Associates vu5fAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,44116,12432,26.00%,21,800
001i0000008rF1UAAU,Sed Pede Ltd,Dennis Watson,Gold,"325 West Smith Road, Medina, OH 44256-2352",Medina,Midwest,Ohio,12/27/2012,Vrai,12/29/2012,Agriculture,006i0000001vu5lAAA,Sed Pede Ltd vu5lAAA  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,44256,7752,15.00%,76,120
001i0000008rFvuAAE,Consequat Foundation,Dennis Watson,Gold,"7668 Wooster Pike, Cincinnati, OH 45227-3926",Cincinnati,Midwest,Ohio,12/27/2012,Vrai,12/29/2012,Automotives,006i0000001vu4hAAA,Consequat Foundation vu4hAAA  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,45227,1092,30.00%,13,120
001i0000008rDGzAAM,Metus Eu Erat Industries,Dennis Watson,Gold,"2516 Market Ave, Cleveland, OH 44113-3434",Cleveland,Midwest,Ohio,12/27/2012,Vrai,12/29/2012,Entertainment,006i0000001vu5bAAA,Metus Eu Erat Industries vu5bAAA  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,44113,3990,5.00%,6,700
001i0000008rFmBAAU,Gravida Inc.,Joe Ford,Gold,"827 W Morgan St, Raleigh, NC 27603-1613",Raleigh,Southeast,North Carolina,12/27/2012,Vrai,12/26/2012,Healthcare,006i0000001vu43AAA,Gravida Inc. vu43AAA  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,27603,8645,5.00%,13,700
001i0000008rFvuAAE,Consequat Foundation,Dennis Watson,Gold,"7668 Wooster Pike, Cincinnati, OH 45227-3926",Cincinnati,Midwest,Ohio,12/27/2012,Vrai,5/19/2012,Automotives,006i0000001vteeAAA,Consequat Foundation vteeAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,45227,1280,20.00%,2,800
001i0000008rCDIAA2,Dui In Sodales Incorporated,Dennis Watson,Gold,"2276 E US Highway 22 and 3, Morrow, OH 45152-9414",Morrow,Midwest,Ohio,12/27/2012,Vrai,12/29/2012,Financial Services,006i0000001vu5hAAA,Dui In Sodales Incorporated vu5hAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,45152,133760,24.00%,220,800
001i0000008rCCyAAM,Pellentesque Tincidunt Tempus Corporation,Dennis Watson,Gold,"1035 S Main St, Centerville, OH 45458-3840",Centerville,Midwest,Ohio,12/27/2012,Vrai,12/29/2012,Telecommunication,006i0000001vu5OAAQ,Pellentesque Tincidunt Tempus Corporation vu5OAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,45458,6016,6.00%,8,800
001i0000008rFtRAAU,Ac Turpis Egestas Limited,Jennifer Gonzales,Gold,"157 2nd Ave, Twin Falls, ID 83301",Twin Falls,West,Idaho,12/27/2012,Vrai,12/26/2012,Transportation,006i0000001vu3qAAA,Ac Turpis Egestas Limited vu3qAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,83301,10752,4.00%,14,800
001i0000008rFd9AAE,Et Foundation,Julie Owens,Gold,"381 Broadway, Saratoga Springs, NY 12866-3111",Saratoga Springs,Northeast,New York,12/28/2012,Vrai,12/25/2012,Communication,006i0000001vu3ZAAQ,Et Foundation vu3ZAAQ  MOL Premium Software,Software,MOL Premium,Closed Lost,Faux,12866,158976,28.00%,184,1200
001i0000008rGAdAAM,Blandit At PC,Jamie Data,Gold,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073",Eliot,Northeast,Maine,12/28/2012,Vrai,12/26/2012,Transportation,006i0000001vu3xAAA,Blandit At PC vu3xAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,3903,640,20.00%,1,800
001i0000008rFZWAA2,Ut Nulla Industries,Kevin Gibson,Platinum,"16 Ardmore Ave, Ardmore, PA 19003-1302",Ardmore,Northeast,Pennsylvania,12/29/2012,Vrai,12/29/2012,Healthcare,006i0000001vu5AAAQ,Ut Nulla Industries vu5AAAQ  MOL Mobile Software,Software,MOL Mobile,Closed Lost,Faux,19003,12285,9.00%,15,900
001i0000008rDbWAAU,Curae; Donec Industries,Greg Powell,Gold,"131 Summer St, Stamford, CT 06901-2323",Stamford,Northeast,Connecticut,12/29/2012,Vrai,12/29/2012,Tobacco,006i0000001vu4xAAA,Curae; Donec Industries vu4xAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,6901,134520,5.00%,177,800
001i0000008rFe9AAE,Aliquam Erat Volutpat LLP,Kevin Gibson,Gold,"10 Sherman St, Pittsburgh, PA 15209",Pittsburgh,Northeast,Pennsylvania,12/29/2012,Vrai,12/26/2012,Technology,006i0000001vu3yAAA,Aliquam Erat Volutpat LLP vu3yAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,15209,29184,4.00%,38,800
001i0000008rFtRAAU,Ac Turpis Egestas Limited,Jennifer Gonzales,Gold,"157 2nd Ave, Twin Falls, ID 83301",Twin Falls,West,Idaho,12/29/2012,Vrai,12/26/2012,Transportation,006i0000001vu3rAAA,Ac Turpis Egestas Limited vu3rAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,83301,13968,3.00%,18,800
001i0000008rEvcAAE,Chasers,Julie Owens,Gold,"44 N Main St, Warsaw, NY 14569-1326",Warsaw,Northeast,New York,12/29/2012,Vrai,12/29/2012,Transportation,006i0000001vu4sAAA,Chasers vu4sAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,14569,6080,24.00%,10,800
001i0000008rFZzAAM,Diam Industries,David Ward,Gold,"424 S Gay St, Knoxville, TN 37902-1103",Knoxville,Southeast,Tennessee,12/30/2012,Vrai,12/29/2012,Publishing,006i0000001vu5XAAQ,Diam Industries vu5XAAQ  MOL Standard Services,Services,MOL Standard,Closed Lost,Faux,37902,101171,3.00%,149,700
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,12/30/2012,Vrai,12/29/2012,Recreation,006i0000001vu4IAAQ,123 Warehousing vu4IAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,85544,760,5.00%,1,800
001i0000008rCwmAAE,Odio Aliquam Vulputate Limited,Maria Porter,Gold,"33 Main St, Woodbridge, NJ 07095-3335",Woodbridge,Northeast,New Jersey,12/30/2012,Vrai,12/22/2012,Services,006i0000001vu38AAA,Odio Aliquam Vulputate Limited vu38AAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,7095,10496,18.00%,16,800
001i0000008rFtRAAU,Ac Turpis Egestas Limited,Jennifer Gonzales,Gold,"157 2nd Ave, Twin Falls, ID 83301",Twin Falls,West,Idaho,12/30/2012,Vrai,12/29/2012,Transportation,006i0000001vu4bAAA,Ac Turpis Egestas Limited vu4bAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,83301,1456,9.00%,2,800
001i0000008rEyUAAU,Lacus Mauris Non LLP,Greg Powell,Gold,"850 W Main St, Branford, CT 06405-3422",Branford,Northeast,Connecticut,1/1/2013,Vrai,12/29/2012,Business Services,006i0000001vu5EAAQ,Lacus Mauris Non LLP vu5EAAQ  MOL Standard Services,Services,MOL Standard,Closed Lost,Faux,6405,10206,19.00%,18,700
001i0000008rFtRAAU,Ac Turpis Egestas Limited,Jennifer Gonzales,Gold,"157 2nd Ave, Twin Falls, ID 83301",Twin Falls,West,Idaho,1/1/2013,Vrai,12/29/2012,Transportation,006i0000001vu4cAAA,Ac Turpis Egestas Limited vu4cAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,83301,9256,11.00%,13,800
001i0000008rCDcAAM,Blandit Company,Kevin Gibson,Gold,"301 Roy Pitz Ave Ste 3, Chambersburg, PA 17201-1668",Chambersburg,Northeast,Pennsylvania,1/1/2013,Vrai,12/30/2012,Retail,006i0000001vu61AAA,Blandit Company vu61AAA  MOL Premium Software,Software,MOL Premium,Closed Won,Vrai,17201,14508,7.00%,13,1200
001i0000008rE2XAAU,Vitae Company,Greg Powell,Gold,"428 Main St, Bennington, VT 05201-2109",Bennington,Northeast,Vermont,1/2/2013,Vrai,12/26/2012,Insurance,006i0000001vu3tAAA,Vitae Company vu3tAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,5201,196344,19.00%,303,800
001i0000008rFOgAAM,Volutpat Ornare Associates,Kevin Gibson,Gold,"1820 7th Ave, Beaver Falls, PA 15010-4001",Beaver Falls,Northeast,Pennsylvania,1/2/2013,Vrai,12/29/2012,Computer Hardware,006i0000001vu4PAAQ,Volutpat Ornare Associates vu4PAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,15010,24336,22.00%,39,800
001i0000008rFyAAAU,Sed Company,Kevin Gibson,Gold,"119 N Market St, Selinsgrove, PA 17870-1905",Selinsgrove,Northeast,Pennsylvania,1/2/2013,Vrai,12/29/2012,Retail,006i0000001vu4aAAA,Sed Company vu4aAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,17870,12160,20.00%,19,800
001i0000008rGAFAA2,Morbi PC,Joe Ford,Gold,"91 Biltmore Ave, Asheville, NC 28801-3626",Asheville,Southeast,North Carolina,1/2/2013,Vrai,12/29/2012,Healthcare,006i0000001vu5MAAQ,Morbi PC vu5MAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,28801,648,19.00%,1,800
001i0000008rCfdAAE,Tristique Senectus Et LLP,Greg Powell,Gold,"76 Hope St, Greenfield, MA 01301-3573",Greenfield,Northeast,Massachusetts,1/2/2013,Vrai,12/29/2012,Business Services,006i0000001vu56AAA,Tristique Senectus Et LLP vu56AAA  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,1301,7761.6,16.00%,77,120
001i0000008rG2sAAE,Cursus Nunc Mauris Ltd,Jamie Data,Gold,"416 Main St, Rockland, ME 04841-3345",Rockland,Northeast,Maine,1/3/2013,Vrai,1/1/2013,Insurance,006i0000001vu6EAAQ,Cursus Nunc Mauris Ltd vu6EAAQ  MOL Premium Software,Software,MOL Premium,Closed Lost,Faux,4841,996,17.00%,1,1200
001i0000008rFtRAAU,Ac Turpis Egestas Limited,Jennifer Gonzales,Gold,"157 2nd Ave, Twin Falls, ID 83301",Twin Falls,West,Idaho,1/3/2013,Vrai,12/29/2012,Transportation,006i0000001vu4dAAA,Ac Turpis Egestas Limited vu4dAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,83301,11016,19.00%,17,800
001i0000008rFL4AAM,General Products,Julie Owens,Gold,"21182 Salmon Run Mall Loop W, Watertown, NY 13601-2244",Watertown,Northeast,New York,1/3/2013,Vrai,1/1/2013,Business Services,006i0000001vu6DAAQ,General Products vu6DAAQ  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,13601,1016.4,23.00%,11,120
001i0000008rFa4AAE,Dolor Sit Amet Institute,Dennis Watson,Gold,"215 N 4th St, Columbus, OH 43215-2510",Columbus,Midwest,Ohio,1/4/2013,Vrai,12/29/2012,Technology,006i0000001vu5eAAA,Dolor Sit Amet Institute vu5eAAA  MOL Premium Maintenance,Maintenance,MOL Premium,Closed Lost,Faux,43215,25506,22.00%,218,150
001i0000008rCDaAAM,Lacus Corporation,Maria Porter,Gold,"138 Nassau St Ste A, Princeton, NJ 08542-7011",Princeton,Northeast,New Jersey,1/4/2013,Vrai,12/30/2012,Insurance,006i0000001vu5zAAA,Lacus Corporation vu5zAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,8542,136752,23.00%,222,800
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,1/4/2013,Vrai,12/31/2012,Recreation,006i0000001vu68AAA,123 Warehousing vu68AAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,85544,3000,25.00%,5,800
001i0000008rEoKAAU,Thrift Bank,Kevin Gibson,Gold,"137 Elmwood St, State College, PA 16801-6851",State College,Northeast,Pennsylvania,1/4/2013,Vrai,12/29/2012,Oil & Gas,006i0000001vu4nAAA,Thrift Bank vu4nAAA  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,16801,5670,25.00%,63,120
001i0000008rFlFAAU,Egestas Limited,Kevin Gibson,Gold,"650 W Cypress St, Kennett Square, PA 19348",Kennett Square,Northeast,Pennsylvania,1/5/2013,Vrai,1/5/2013,Computer Hardware,006i0000001vu6RAAQ,Egestas Limited vu6RAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,19348,8944,14.00%,13,800
001i0000008rDJkAAM,Euismod Urna Incorporated,Dennis Watson,Gold,"167 Front St, Marietta, OH 45750-3125",Marietta,Midwest,Ohio,1/5/2013,Vrai,1/7/2013,Manufacturing,006i0000001vu6nAAA,Euismod Urna Incorporated vu6nAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,45750,51216,3.00%,66,800
001i0000008rELYAA2,Aliquet Magna Ltd,Greg Powell,Gold,"345 Cochituate Rd, Framingham, MA 01701-4607",Framingham,Northeast,Massachusetts,1/6/2013,Vrai,12/29/2012,Financial Services,006i0000001vu4lAAA,Aliquet Magna Ltd vu4lAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,1701,23976,19.00%,37,800
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,1/8/2013,Vrai,1/3/2013,Recreation,006i0000001vu6JAAQ,123 Warehousing vu6JAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,85544,6480,19.00%,10,800
001i0000008rCwFAAU,Integer Tincidunt Inc.,Jennifer Gonzales,Gold,"413 Main St, Ferdinand, ID 83526",Ferdinand,West,Idaho,1/8/2013,Vrai,1/2/2013,Agriculture,006i0000001vu6IAAQ,Integer Tincidunt Inc. vu6IAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,83526,6080,5.00%,8,800
001i0000008rCDyAAM,Tincidunt Aliquam Foundation,Kevin Gibson,Gold,"3721 Market St, Camp Hill, PA 17011-4326",Camp Hill,Northeast,Pennsylvania,1/9/2013,Vrai,1/3/2013,Business Services,006i0000001vu6NAAQ,Tincidunt Aliquam Foundation vu6NAAQ  MOL Standard Services,Services,MOL Standard,Closed Lost,Faux,17011,4851,1.00%,7,700
001i0000008rFL4AAM,General Products,Julie Owens,Gold,"21182 Salmon Run Mall Loop W, Watertown, NY 13601-2244",Watertown,Northeast,New York,1/10/2013,Vrai,1/7/2013,Business Services,006i0000001vu6fAAA,General Products vu6fAAA  MOL Premium Services,Services,MOL Premium,Closed Lost,Faux,13601,1780,11.00%,2,1000
001i0000008rEEbAAM,Parturient Montes Inc.,Dennis Watson,Gold,"622 S Rangeline Rd Ste Q, Carmel, IN 46032-2152",Carmel,Midwest,Indiana,1/12/2013,Vrai,1/14/2013,Financial Services,006i0000001vu7DAAQ,Parturient Montes Inc. vu7DAAQ  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,46032,1092,22.00%,2,700
001i0000008rF6iAAE,Sapien Limited,Dennis Watson,Gold,"639 Conner St, Noblesville, IN 46060-2532",Noblesville,Midwest,Indiana,1/13/2013,Vrai,1/15/2013,Publishing,006i0000001vu7LAAQ,Sapien Limited vu7LAAQ  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,46060,1069.2,19.00%,11,120
001i0000008rEslAAE,Nulla Vulputate LLC,Kevin Gibson,Gold,"70 Presidential Cir, Gettysburg, PA 17325-8399",Gettysburg,Northeast,Pennsylvania,1/13/2013,Vrai,1/12/2013,Manufacturing,006i0000001vu70AAA,Nulla Vulputate LLC vu70AAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,17325,5120,20.00%,8,800
001i0000008rG2sAAE,Cursus Nunc Mauris Ltd,Jamie Data,Gold,"416 Main St, Rockland, ME 04841-3345",Rockland,Northeast,Maine,1/15/2013,Vrai,1/9/2013,Insurance,006i0000001vu6uAAA,Cursus Nunc Mauris Ltd vu6uAAA  MOL Mobile Services,Services,MOL Mobile,Closed Won,Vrai,4841,13944,17.00%,28,600
001i0000008rG0uAAE,Est Ac Facilisis Institute,Eric Barnes,Gold,"407 Aplets Wy, Cashmere, WA 98815",Cashmere,West,Washington,1/17/2013,Vrai,1/12/2013,Insurance,006i0000001vu6zAAA,Est Ac Facilisis Institute vu6zAAA  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,98815,235.2,2.00%,2,120
001i0000008rF97AAE,Egestas Aliquam LLP,Jennifer Gonzales,Gold,"1710 North 2nd St, Coeur D Alene, ID 83814",Coeur D Alene,West,Idaho,1/19/2013,Vrai,1/12/2013,Retail,006i0000001vu6yAAA,Egestas Aliquam LLP vu6yAAA  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,83814,9975,25.00%,19,700
001i0000008rEzQAAU,Libero Est LLP,Dennis Watson,Gold,"110 S Union St, Westfield, IN 46074-9458",Westfield,Midwest,Indiana,1/19/2013,Vrai,1/21/2013,Healthcare,006i0000001vu7mAAA,Libero Est LLP vu7mAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,46074,1472,8.00%,2,800
001i0000008rFGRAA2,Nullam Lobortis LLP,Kevin Gibson,Gold,"55 N Water St, Lititz, PA 17543-1610",Lititz,Northeast,Pennsylvania,1/20/2013,Vrai,1/19/2013,Wholesale,006i0000001vu7YAAQ,Nullam Lobortis LLP vu7YAAQ  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,17543,900,25.00%,10,120
